no_0,0
no_1,1
intracranial_0,2
intracranial_1,3
hemorrhage_0,4
hemorrhage_1,5
and_0,6
and_1,7
ct_0,8
ct_1,9
evidence_0,10
evidence_1,11
for_0,12
for_1,13
acute_0,14
acute_1,15
infarct_0,16
infarct_1,17
if_0,18
if_1,19
clinical_0,20
clinical_1,21
index_0,22
index_1,23
of_0,24
of_1,25
suspicion_0,26
suspicion_1,27
persists_0,28
persists_1,29
recommend_0,30
recommend_1,31
further_0,32
further_1,33
evaluation_0,34
evaluation_1,35
with_0,36
with_1,37
an_0,38
an_1,39
mri_0,40
mri_1,41
contraindications_0,42
contraindications_1,43
exist_0,44
exist_1,45
cardiopulmonary_0,46
cardiopulmonary_1,47
disease_0,48
disease_1,49
overall_0,50
overall_1,51
change_0,52
change_1,53
compared_0,54
compared_1,55
to_0,56
to_1,57
the_0,58
the_1,59
prior_0,60
prior_1,61
study_0,62
study_1,63
moderate_0,64
moderate_1,65
small_0,66
small_1,67
vessel_0,68
vessel_1,69
several_0,70
several_1,71
lacunar_0,72
lacunar_1,73
infarctions_0,74
infarctions_1,75
involving_0,76
involving_1,77
basal_0,78
basal_1,79
ganglia_0,80
ganglia_1,81
thalamus_0,82
thalamus_1,83
bibasilar_0,84
bibasilar_1,85
atelectasis_0,86
atelectasis_1,87
mild_0,88
mild_1,89
interval_0,90
interval_1,91
bilateral_0,92
bilateral_1,93
old_0,94
old_1,95
infarcts_0,96
infarcts_1,97
chronic_0,98
chronic_1,99
microvascular_0,100
microvascular_1,101
multiple_0,102
multiple_1,103
areas_0,104
areas_1,105
vascular_0,106
vascular_1,107
stenosis_0,108
stenosis_1,109
poststenotic_0,110
poststenotic_1,111
dilatation_0,112
dilatation_1,113
in_0,114
in_1,115
mca_0,116
mca_1,117
territory_0,118
territory_1,119
is_0,120
is_1,121
consistent_0,122
consistent_1,123
known_0,124
known_1,125
history_0,126
history_1,127
vasculitis_0,128
vasculitis_1,129
aneurysm_0,130
aneurysm_1,131
or_0,132
or_1,133
malformation_0,134
malformation_1,135
hemodynamically_0,136
hemodynamically_1,137
significant_0,138
significant_1,139
dissection_0,140
dissection_1,141
intrathoracic_0,142
intrathoracic_1,143
process_0,144
process_1,145
again_0,146
again_1,147
seen_0,148
seen_1,149
are_0,150
are_1,151
middle_0,152
middle_1,153
cerebral_0,154
cerebral_1,155
artery_0,156
artery_1,157
distributions_0,158
distributions_1,159
luminal_0,160
luminal_1,161
irregularity_0,162
irregularity_1,163
a1_0,164
a1_1,165
segments_0,166
segments_1,167
at_0,168
at_1,169
origins_0,170
origins_1,171
posterior_0,172
posterior_1,173
superior_0,174
superior_1,175
cerebellar_0,176
cerebellar_1,177
arteries_0,178
arteries_1,179
as_0,180
as_1,181
described_0,182
described_1,183
infarction_0,184
infarction_1,185
evolving_0,186
evolving_1,187
subacute_0,188
subacute_1,189
left_0,190
left_1,191
frontoparietal_0,192
frontoparietal_1,193
right_0,194
right_1,195
parietal_0,196
parietal_1,197
watershed_0,198
watershed_1,199
territories_0,200
territories_1,201
area_0,202
area_1,203
precentral_0,204
precentral_1,205
gyrus_0,206
gyrus_1,207
cortical_0,208
cortical_1,209
laminar_0,210
laminar_1,211
necrosis_0,212
necrosis_1,213
corona_0,214
corona_1,215
radiata_0,216
radiata_1,217
unchanged_0,218
unchanged_1,219
subcortical_0,220
subcortical_1,221
flair_0,222
flair_1,223
hypointensity_0,224
hypointensity_1,225
gradient_0,226
gradient_1,227
echo_0,228
echo_1,229
blooming_0,230
blooming_1,231
temporal_0,232
temporal_1,233
lobe_0,234
lobe_1,235
coronal_0,236
coronal_1,237
image_0,238
image_1,239
12axial_0,240
12axial_1,241
22_0,242
22_1,243
from_0,244
from_1,245
findings_0,246
findings_1,247
may_0,248
may_1,249
represent_0,250
represent_1,251
microcalcification_0,252
microcalcification_1,253
punctate_0,254
punctate_1,255
round_0,256
round_1,257
foci_0,258
foci_1,259
cerebellum_0,260
cerebellum_1,261
hemispheres_0,262
hemispheres_1,263
a_0,264
a_1,265
peripheral_0,266
peripheral_1,267
distribution_0,268
distribution_1,269
raise_0,270
raise_1,271
possibility_0,272
possibility_1,273
amyloid_0,274
amyloid_1,275
angiopathy_0,276
angiopathy_1,277
ischemic_0,278
ischemic_1,279
involutional_0,280
involutional_1,281
origin_0,282
origin_1,283
proximal_0,284
proximal_1,285
internal_0,286
internal_1,287
carotid_0,288
carotid_1,289
approximately_0,290
approximately_1,291
percent_0,292
percent_1,293
apparent_0,294
apparent_1,295
crescent_0,296
crescent_1,297
t1_0,298
t1_1,299
hyperintensity_0,300
hyperintensity_1,301
on_0,302
on_1,303
fat_0,304
fat_1,305
saturated_0,306
saturated_1,307
axial_0,308
axial_1,309
sequences_0,310
sequences_1,311
focal_0,312
focal_1,313
ultrasound_0,314
ultrasound_1,315
correlation_0,316
correlation_1,317
this_0,318
this_1,319
level_0,320
level_1,321
bifurcation_0,322
bifurcation_1,323
should_0,324
should_1,325
be_0,326
be_1,327
well_0,328
well_1,329
visualized_0,330
visualized_1,331
sonographically_0,332
sonographically_1,333
pa_0,334
pa_1,335
hoelzer_0,336
hoelzer_1,337
informed_0,338
informed_1,339
time_0,340
time_1,341
dictation_0,342
dictation_1,343
read_0,344
read_1,345
back_0,346
back_1,347
above_0,348
above_1,349
otherwise_0,350
otherwise_1,351
examination_0,352
examination_1,353
free_0,354
free_1,355
air_0,356
air_1,357
beneath_0,358
beneath_1,359
diaphragm_0,360
diaphragm_1,361
gas_0,362
gas_1,363
distended_0,364
distended_1,365
loops_0,366
loops_1,367
bowel_0,368
bowel_1,369
within_0,370
within_1,371
mid_0,372
mid_1,373
abdomen_0,374
abdomen_1,375
there_0,376
there_1,377
dilated_0,378
dilated_1,379
loop_0,380
loop_1,381
measuring_0,382
measuring_1,383
3_0,384
3_1,385
9_0,386
9_1,387
cm_0,388
cm_1,389
more_0,390
more_1,391
distally_0,392
distally_1,393
region_0,394
region_1,395
rectum_0,396
rectum_1,397
therefore_0,398
therefore_1,399
low_0,400
low_1,401
concern_0,402
concern_1,403
obstruction_0,404
obstruction_1,405
however_0,406
however_1,407
serial_0,408
serial_1,409
abdominal_0,410
abdominal_1,411
radiographs_0,412
